Sembol,Tarih,Fiyat (Son),EMA20_gt_EMA50_gt_EMA200,MACD,MACD_Signal,MACD_Positive,ADX,RSI,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,ATRP_14,STOP Fiyat,TP Fiyat,GUNLUK_FARK,Haftalık Değişim (%),20G Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_4h_Sinyal_Filt_Numeric,Confirmed_BUY,Confirmed_SELL,Kirilim_BreakoutScore,Kirilim_PCTB,Kirilim_BBW_Squeeze,Kirilim_NEAR_10D_BRK,Kirilim_NEAR_20D_BRK,Kirilim_VRATIO10,Kirilim_CMF20,Kirilim_OBV_SLOPE5,Kirilim_ADX_SLOPE5,Kirilim_ATRP,Kirilim_DIST_HIGH,Kirilim_PASS_STRICT,Kirilim_PASS_LIGHT,Mul_KISA_VADE_PUAN,Mul_ORTA_VADE_PUAN,Mul_ANA_PUAN,Mul_RSI14,Mul_ADX14,Mul_ATR14,Mul_EMA21_gt_SMA50_gt_SMA200,SDIP_SCORE,KurumScore_Norm,BreakoutScore_Norm,MultiTFScore_Norm,MomentumScore_Norm,DipScore_Norm,RAW_SCORE,RISK_PENALTY,LOW_RISK_SCORE,TomorrowScore,Tomorrow_Adj
BAGFS,2026-02-06,29.6800,0,0.9010,0.5644,1,34.6979,63.7493,-2188107.0000,24.5171,27.7410,30.9649,23.2432,0.0373,28.0200,31.3400,-2.3684,-0.7358,16.3009,12.8517,52646285,67.2100,25.6100,0,100,-,0,0,0,0,30.7000,0.8010,True,False,False,0.8100,0.0070,2842375.0000,10.8800,0.0373,0.2789,False,False,20,8,48,63.7493,34.6979,1.1078,0,3,0.0000,30.7000,6.0000,58.0000,24.0000,22.6900,0.0000,22.6900,23.6800,0.0000
ERBOS,2026-02-06,210.1000,1,6.0417,5.7351,1,37.1937,64.1396,33929.0000,190.5583,203.2700,215.9817,12.5072,0.0319,200.0500,220.1500,0.0476,0.5263,9.2564,13.0178,24888026,53.9200,1.3200,100,0,-,0,0,0,0,29.4600,0.7690,True,False,False,0.2500,-0.0270,46915.0000,-1.2000,0.0319,0.0433,False,False,14,16,44,64.1396,37.1937,6.7019,1,2,0.0000,29.4600,14.0000,51.0000,16.0000,22.6900,-13.5000,9.1900,8.7300,-15.0000
BFREN,2026-02-06,165.0000,0,0.6133,0.0687,1,19.1881,63.9727,1374564.0000,153.1642,158.1600,163.1558,6.3173,0.0218,159.6000,170.4000,4.2984,4.4965,6.9345,5.9730,65538231,10.6600,80.5200,0,100,-,0,0,0,0,36.9200,1.1850,True,False,False,3.1600,-0.0180,1309871.0000,0.5600,0.0218,0.7843,False,False,15,8,38,63.9727,19.1881,3.6003,0,3,0.0000,36.9200,6.0000,45.5000,24.0000,22.6200,-2.7700,19.8500,22.2400,-2.0500
EUPWR,2026-02-06,39.7000,1,1.7148,2.0568,0,48.2395,54.8960,-7479439.0000,37.4322,40.1560,42.8798,13.5661,0.0475,36.8700,42.5300,-2.2167,-4.3373,16.4906,18.3661,601764613,65.1400,5.8300,0,0,-,0,0,0,0,26.0000,0.4160,True,False,False,0.6100,-0.1040,-2526853.0000,-3.9800,0.0475,0.1034,False,False,22,11,55,54.8960,48.2395,1.8873,1,2,0.0000,26.0000,8.0000,66.0000,16.0000,22.6000,0.0000,22.6000,23.1000,0.0000
MAVI,2026-02-06,46.6000,1,1.2065,1.4152,0,43.8723,54.6906,-4661674.0000,44.7843,46.7520,48.7197,8.4177,0.0273,44.6900,48.5100,-1.3965,-3.5995,5.4299,7.2744,401661948,53.8000,11.2900,0,0,-,0,0,0,0,31.0500,0.4610,True,False,False,0.6100,0.2520,-17816235.0000,-5.0200,0.0273,0.0423,False,False,17,11,45,54.6906,43.8723,1.2715,1,3,0.0000,31.0500,8.0000,53.5000,24.0000,22.5400,-0.9100,21.6300,22.9700,-0.6700
AKSUE,2026-02-06,22.6600,1,0.3692,0.7742,0,37.7320,46.4776,-881818.0000,22.4251,24.1280,25.8309,14.1152,0.0594,20.6400,24.6800,-0.7011,-4.8699,4.4240,-2.4117,58793096,120.0000,12.8500,0,0,-,0,0,0,0,26.1200,0.0690,True,False,False,0.5100,-0.1530,390159.0000,-7.8000,0.0594,0.1545,False,False,22,8,52,46.4776,37.7320,1.3471,1,3,0.0000,26.1200,8.0000,63.0000,24.0000,22.5300,0.0000,22.5300,23.1000,0.0000
ALKA,2026-02-06,12.9900,1,0.3337,0.5019,0,38.3748,51.1905,-5914214.0000,12.6492,13.4900,14.3308,12.4657,0.0566,11.8900,14.0900,-0.2304,-1.2167,0.9324,12.5650,232837464,105.2100,18.7600,0,0,-,0,0,0,0,26.0000,0.2030,True,False,False,0.4500,-0.1940,-12067427.0000,-3.9500,0.0566,0.2404,False,False,22,8,52,51.1905,38.3748,0.7352,1,3,0.0000,26.0000,8.0000,63.0000,24.0000,22.4900,0.0000,22.4900,23.0500,0.0000
OBASE,2026-02-06,38.7800,1,1.3180,1.6652,0,38.5908,53.6851,554330.0000,33.4943,38.7730,44.0517,27.2288,0.0545,35.6100,41.9500,2.5383,-2.8070,19.3231,20.4348,42907763,52.6800,13.5900,0,0,-,0,0,0,0,26.0000,0.5010,True,False,False,0.6700,-0.0480,-32751.0000,-6.7700,0.0545,0.1742,False,False,22,8,52,53.6851,38.5908,2.1145,1,3,0.0000,26.0000,8.0000,63.0000,24.0000,22.4900,0.0000,22.4900,23.0500,0.0000
FONET,2026-02-06,3.1500,1,0.1148,0.1007,1,35.2276,51.8404,-54762081.0000,2.7438,3.1170,3.4902,23.9432,0.0545,2.8900,3.4100,-5.1205,-1.2539,7.5085,6.0606,155561207,64.9900,12.5000,0,0,-,0,0,0,0,23.8200,0.5440,True,False,False,0.8100,0.0300,-125253270.0000,5.9700,0.0545,0.1944,False,False,19,13,51,51.8404,35.2276,0.1716,1,2,0.0000,23.8200,14.0000,60.5000,16.0000,22.4500,0.0000,22.4500,22.9000,0.0000
PENGD,2026-02-06,8.7500,0,0.2120,0.1620,1,34.3423,67.9541,-2815719.0000,7.7183,8.3795,9.0407,15.7820,0.0308,8.3500,9.1500,-0.1142,0.3440,12.9032,14.0808,54680545,38.0100,23.9800,0,100,-,0,0,0,0,34.8500,0.7800,True,False,False,0.3600,-0.1200,20714331.0000,8.6400,0.0308,0.2578,False,False,17,8,42,67.9541,34.3423,0.2695,0,2,0.0000,34.8500,6.0000,50.5000,16.0000,22.3900,0.0000,22.3900,23.8200,0.0000
KRVGD,2026-02-06,2.9600,1,0.0669,0.0857,0,53.2844,52.7009,-11318750.0000,2.8690,2.9945,3.1200,8.3790,0.0411,2.7800,3.1400,-1.3333,-8.0745,3.1359,8.0292,41467906,64.4400,8.0700,0,0,-,0,0,0,0,27.7200,0.3630,True,False,False,0.7700,0.0860,-27843858.0000,1.4900,0.0411,0.1057,False,False,19,11,49,52.7009,53.2844,0.1217,1,3,0.0000,27.7200,8.0000,58.5000,24.0000,22.2900,0.0000,22.2900,23.0600,0.0000
KNFRT,2026-02-06,12.5300,0,0.1866,0.0869,1,23.7643,59.4623,-8184080.0000,10.7793,11.7710,12.7627,16.8496,0.0484,11.6200,13.4400,-0.6344,6.6383,13.9091,11.2789,51068658,26.5700,47.1800,0,100,-,0,0,0,0,34.5900,0.8830,True,False,False,1.7800,-0.1480,8659405.0000,2.5100,0.0484,0.4839,False,False,16,8,40,59.4623,23.7643,0.6067,0,3,0.0000,34.5900,6.0000,48.0000,24.0000,22.2700,0.0000,22.2700,23.7400,0.0000
HRKET,2026-02-06,82.3500,1,2.8259,2.6930,1,42.0446,74.5665,-678030.0000,71.5458,78.5600,85.5742,17.8569,0.0237,79.4200,85.2800,-0.0607,1.1671,15.2554,13.5079,92238265,56.7100,9.8000,0,0,-,0,0,0,0,30.7900,0.7700,False,False,False,0.5900,0.2290,1964183.0000,2.3200,0.0237,0.1145,False,False,15,8,38,74.5665,42.0446,1.9531,0,2,0.0000,30.7900,14.0000,45.5000,16.0000,22.2000,-2.1300,20.0700,21.8700,-1.5700
ALBRK,2026-02-06,8.8200,1,0.2139,0.1993,1,39.9325,57.4125,17659375.0000,7.9297,8.6115,9.2933,15.8353,0.0284,8.4400,9.2000,0.1135,-4.5455,7.0388,8.6207,286685617,54.7300,5.6700,0,0,-,0,0,0,0,27.9100,0.6530,True,False,False,0.5100,0.0300,-30903285.0000,6.0600,0.0284,0.0735,False,False,14,16,44,57.4125,39.9325,0.2509,1,2,0.0000,27.9100,14.0000,51.0000,16.0000,22.1800,-0.5400,21.6400,22.7100,-0.4000
EDIP,2026-02-06,36.6600,1,0.3978,0.4463,0,45.0557,51.2500,1023327.0000,34.4577,36.5770,38.6963,11.5881,0.0387,34.5300,38.7900,0.4384,-0.3804,4.6830,4.7429,52285565,104.3500,22.0000,0,100,-,0,0,0,0,26.0000,0.5200,True,False,False,0.6300,-0.0920,-153176.0000,-2.4000,0.0387,0.2639,False,False,22,8,52,51.2500,45.0557,1.4206,1,2,0.0000,26.0000,8.0000,63.0000,16.0000,22.0900,0.0000,22.0900,22.6500,0.0000
TARKM,2026-02-06,417.5000,0,23.6191,17.8328,1,56.3483,62.2223,294763.0000,303.7998,381.6500,459.5002,40.7967,0.0613,379.1000,455.9000,0.3606,-5.1675,26.7071,22.2548,198420716,40.1000,16.6700,0,0,-,0,0,0,0,29.9600,0.7300,True,False,False,0.4100,0.0310,76322.0000,9.1300,0.0613,0.1781,False,False,20,8,48,62.2223,56.3483,25.6010,0,2,0.0000,29.9600,6.0000,58.0000,16.0000,22.0500,-1.3800,20.6700,22.9800,0.0000
GESAN,2026-02-06,55.0500,1,2.0941,2.1693,0,34.4933,58.5329,-4680499.0000,49.8731,53.9090,57.9449,14.9731,0.0404,51.7100,58.3900,-1.7841,-0.7214,15.2156,17.2274,364874719,44.8700,4.5900,0,0,-,0,0,0,0,24.2300,0.6410,True,False,False,0.8000,-0.0340,704841.0000,-1.3700,0.0404,0.0938,False,False,22,11,55,58.5329,34.4933,2.2247,1,2,0.0000,24.2300,8.0000,66.0000,16.0000,22.0200,0.0000,22.0200,22.3900,0.0000
ETILR,2026-02-06,4.0400,0,0.0396,0.0242,1,45.3111,56.0192,-4897586.0000,3.7672,3.9395,4.1118,8.7490,0.0389,3.8000,4.2800,-0.4926,-1.4634,4.3928,3.3248,40002656,9.1900,76.2400,0,100,-,0,0,0,0,38.7900,0.7920,True,False,False,0.3600,-0.2380,10492255.0000,4.7800,0.0389,0.7165,False,False,13,5,31,56.0192,45.3111,0.1571,0,3,0.0000,38.7900,6.0000,37.5000,24.0000,21.8800,0.0000,21.8800,23.8400,0.0000
FADE,2026-02-06,15.7100,1,0.5328,0.4584,1,43.8673,72.4647,-992258.0000,13.3754,14.8290,16.2826,19.6043,0.0290,15.0300,16.3900,-0.0636,0.7051,14.4210,15.6848,20894652,30.9200,10.6900,0,0,-,0,0,1,0,37.4600,0.8030,True,False,False,0.6700,0.2070,2250708.0000,4.7600,0.0290,0.1018,False,False,3,8,14,72.4647,43.8673,0.4556,0,2,0.0000,37.4600,24.0000,15.5000,16.0000,21.8000,-13.8400,7.9600,13.8600,-10.2500
EPLAS,2026-02-06,7.0000,1,0.4169,0.4529,0,44.7559,60.9273,-4348538.0000,5.1467,6.6875,8.2283,46.0805,0.0471,6.5100,7.4900,-0.1427,1.8923,37.2549,38.0671,79656695,53.8500,8.2600,0,0,-,0,0,0,0,34.0700,0.6010,True,False,False,0.6000,0.4020,-373483.0000,-2.0100,0.0471,0.1003,False,False,17,3,37,60.9273,44.7559,0.3294,0,2,0.0000,34.0700,8.0000,45.5000,16.0000,21.7800,-9.9300,11.8500,23.2500,0.0000
ALGYO,2026-02-06,5.2900,1,0.1387,0.1957,0,45.1857,54.4839,-21822596.0000,5.1091,5.3594,5.6098,9.3432,0.0500,4.8900,5.6900,-0.3766,0.0000,-1.1479,3.7836,194522436,114.0500,6.2100,0,0,-,0,0,0,0,26.0000,0.3610,True,False,False,0.6400,-0.0690,-56245089.0000,-6.6500,0.0500,0.0911,False,False,19,11,49,54.4839,45.1857,0.2643,1,3,0.0000,26.0000,8.0000,58.5000,24.0000,21.7200,0.0000,21.7200,22.3800,0.0000
AFYON,2026-02-06,14.4400,1,0.3292,0.3115,1,26.7796,62.6371,-1796924.0000,13.1976,14.1285,15.0594,13.1782,0.0206,13.9900,14.8900,-0.7560,-1.5678,9.2284,7.5205,49298409,23.0000,10.8600,0,0,-,0,0,0,0,17.4700,0.6670,True,False,False,0.4200,0.0500,-7815864.0000,3.9200,0.0206,0.1136,False,False,21,16,58,62.6371,26.7796,0.2977,1,2,0.0000,17.4700,14.0000,68.5000,16.0000,21.7100,-3.1700,18.5400,19.2100,-2.3500
EKGYO,2026-02-06,23.7600,1,0.9291,0.9345,0,32.7762,54.5622,-117986853.0000,20.6181,23.4030,26.1879,23.7998,0.0374,22.4300,25.0900,-1.1647,-6.8235,11.2360,11.2360,5035463324,117.1100,8.4000,0,0,-,0,0,0,0,22.9600,0.5640,True,False,False,0.6600,0.1090,-395089998.0000,4.8800,0.0374,0.0897,False,False,22,11,55,54.5622,32.7762,0.8878,1,2,0.0000,22.9600,8.0000,66.0000,16.0000,21.6000,0.0000,21.6000,21.8800,0.0000
BTCIM,2026-02-06,4.8300,0,0.2243,0.2267,0,46.2059,67.2081,89544915.0000,4.0730,4.6260,5.1790,23.9071,0.0381,4.5500,5.1100,0.2075,0.0000,28.8000,31.2500,913218120,42.0600,39.5500,0,100,-,0,0,0,0,39.6000,0.6840,True,False,False,0.7000,0.1740,257634055.0000,4.8800,0.0381,0.1541,False,False,17,3,37,67.2081,46.2059,0.1840,0,2,0.0000,39.6000,0.0000,45.5000,16.0000,21.6000,-3.0800,18.5200,23.4700,0.0000
ANSGR,2026-02-06,26.9000,1,0.8724,1.0273,0,40.1016,54.9775,-5409715.0000,24.7456,27.0120,29.2784,16.7806,0.0281,25.7700,28.0300,-0.4441,-5.8782,9.5277,13.3109,279878758,32.8400,5.8800,0,0,-,0,0,0,0,29.2300,0.4750,True,False,False,0.4800,0.1610,-21252915.0000,1.2100,0.0281,0.0647,False,False,17,11,45,54.9775,40.1016,0.7555,1,2,0.0000,29.2300,8.0000,53.5000,16.0000,21.5400,-0.6400,20.9000,22.0400,-0.4700
RALYH,2026-02-06,168.6000,0,-10.1302,-8.1607,0,48.9562,19.1303,-10781825.0000,165.8952,191.7750,217.6548,26.9897,0.0617,152.9900,184.2100,-3.9316,-10.1758,-26.6956,-26.9497,347284416,113.8400,27.0800,0,100,-,0,0,0,1,41.0000,0.0520,True,False,False,4.4400,-0.1650,-14448976.0000,6.8300,0.0617,0.2862,False,False,16,0,32,19.1303,48.9562,10.4068,0,3,0.0000,41.0000,0.0000,40.0000,24.0000,21.5300,0.0000,21.5300,23.6000,0.0000
ELITE,2026-02-06,32.6200,0,0.9609,0.6219,1,28.5873,61.8214,-2035054.0000,27.3288,30.8650,34.4012,22.9138,0.0405,30.6400,34.6000,-2.6850,-1.7470,16.2509,18.1884,90366767,18.4500,28.5400,0,100,-,0,0,0,0,28.2900,0.7480,True,False,False,0.5300,-0.0120,14419374.0000,12.2200,0.0405,0.3101,False,False,20,8,48,61.8214,28.5873,1.3215,0,2,0.0000,28.2900,6.0000,58.0000,16.0000,21.5000,0.0000,21.5000,22.3200,0.0000
CGCAM,2026-02-06,37.1000,1,1.3433,1.4543,0,36.0498,47.5346,-6580641.0000,32.1409,37.9080,43.6751,30.4270,0.0547,34.0600,40.1400,-6.2184,-12.7059,8.6702,6.2428,220133575,52.3000,22.7100,0,100,-,0,0,0,0,24.0500,0.4300,True,False,False,1.0000,-0.0990,-15092877.0000,-0.2300,0.0547,0.2398,False,False,22,8,52,47.5346,36.0498,2.0282,1,2,0.0000,24.0500,8.0000,63.0000,16.0000,21.4500,0.0000,21.4500,21.8700,0.0000
TKFEN,2026-02-06,78.5500,0,2.5037,1.5438,1,33.0523,56.4142,-6342960.0000,64.5743,74.0575,83.5407,25.6104,0.0526,72.3500,84.7500,-3.9144,2.3453,9.0972,8.1956,381395569,30.4500,47.3900,0,100,-,0,0,1,0,24.4700,0.7370,True,False,False,0.9100,-0.1980,-17162716.0000,9.8700,0.0526,0.5217,False,False,16,8,40,56.4142,33.0523,4.1317,0,3,0.0000,24.4700,16.0000,48.0000,24.0000,21.4400,0.0000,21.4400,27.1900,5.0000
KAPLM,2026-02-06,391.0000,1,19.4215,21.0951,0,33.7779,54.5787,-116646.0000,314.4810,386.0125,457.5440,37.0618,0.0667,351.8900,430.1100,-0.5089,-0.2551,35.2941,38.6525,152640476,128.7900,28.5200,0,100,-,0,0,0,0,24.0200,0.5350,True,False,False,0.4000,0.0850,544905.0000,-0.9700,0.0667,0.3429,False,False,22,8,52,54.5787,33.7779,26.0749,1,2,0.0000,24.0200,8.0000,63.0000,16.0000,21.4400,-8.3400,13.1000,21.8600,0.0000
ECILC,2026-02-06,108.0000,1,5.5362,7.1490,0,35.7617,50.1085,-3168086.0000,95.3480,112.7150,130.0820,30.8158,0.0528,99.4400,116.5600,-5.1800,-8.7838,18.5510,27.6596,727906678,183.3900,16.2100,0,0,-,0,0,0,0,23.7600,0.3640,True,False,False,0.5600,-0.1080,-4168905.0000,-5.7900,0.0528,0.1855,False,False,22,8,52,50.1085,35.7617,5.7034,1,2,0.0000,23.7600,8.0000,63.0000,16.0000,21.3500,0.0000,21.3500,21.7500,0.0000
HLGYO,2026-02-06,4.4700,1,0.1447,0.1539,0,39.1799,56.3387,-23566119.0000,4.1114,4.4370,4.7626,14.6786,0.0352,4.2300,4.7100,-1.5419,-1.1062,7.9710,12.8788,224619403,104.8500,4.8900,0,0,-,0,0,0,0,26.0000,0.5510,True,False,False,0.5300,-0.0180,-5384521.0000,2.2600,0.0352,0.0649,False,False,19,11,49,56.3387,39.1799,0.1574,1,2,0.0000,26.0000,8.0000,58.5000,16.0000,21.3200,0.0000,21.3200,21.9800,0.0000
MAKTK,2026-02-06,16.2600,1,0.6585,0.6087,1,40.0226,55.3321,-3746010.0000,13.4327,15.6660,17.8993,28.5108,0.0576,14.8500,17.6700,-2.3423,-6.1201,14.7495,12.1379,146994269,168.3200,26.8900,0,100,-,0,0,0,0,26.8200,0.6330,True,False,False,0.3500,-0.0950,-13958299.0000,0.2300,0.0576,0.2887,False,False,16,8,40,55.3321,40.0226,0.9367,0,2,0.0000,26.8200,14.0000,48.0000,16.0000,21.3100,0.0000,21.3100,22.2300,0.0000
ISFIN,2026-02-06,20.0000,1,0.5972,0.5240,1,30.3889,55.6169,2750211.0000,17.0887,19.4785,21.8683,24.5375,0.0349,18.9500,21.0500,0.0000,-7.3216,11.6695,15.6069,60143169,80.1800,7.3200,0,0,-,0,0,0,0,14.8500,0.6090,False,False,False,0.6900,0.1120,-1439543.0000,0.0100,0.0349,0.0909,False,False,22,16,60,55.6169,30.3889,0.6974,1,2,0.0000,14.8500,14.0000,71.0000,16.0000,21.2700,0.0000,21.2700,20.8900,0.0000
TNZTP,2026-02-06,24.5800,1,0.5111,0.9809,0,30.5977,44.6343,6755236.0000,24.4380,26.6910,28.9440,16.8822,0.0619,22.3000,26.8600,1.1523,-7.2453,-4.2089,0.4085,133509267,55.6200,25.5000,0,100,-,0,0,0,0,19.8400,0.0320,False,False,False,1.0900,-0.1630,6328925.0000,-6.4900,0.0619,0.2647,False,False,22,8,52,44.6343,30.5977,1.5211,1,5,0.0000,19.8400,8.0000,63.0000,40.0000,21.2600,0.0000,21.2600,21.3900,0.0000
TUPRS,2026-02-06,223.0000,1,7.6886,9.3752,0,34.4602,52.2214,-21124725.0000,205.2757,226.3100,247.3443,18.5890,0.0344,211.4800,234.5200,-1.5453,-8.9052,13.0258,12.0040,5746630823,98.6500,10.2300,0,0,-,0,0,0,0,21.8400,0.4210,False,False,False,0.7900,0.2690,-66605798.0000,-6.8900,0.0344,0.1023,False,False,22,11,55,52.2214,34.4602,7.6773,1,2,0.0000,21.8400,8.0000,66.0000,16.0000,21.2300,0.0000,21.2300,21.4400,0.0000
BRYAT,2026-02-06,2330.0000,1,17.6703,14.8176,1,16.4774,55.4168,153247.0000,2198.1593,2286.9500,2375.7407,7.7650,0.0321,2217.7300,2442.2700,2.4176,1.2163,5.1919,7.3238,320902512,41.1300,18.5300,0,0,-,0,0,0,0,15.0100,0.7420,True,False,False,1.5400,-0.1330,-5319.0000,-1.4600,0.0321,0.2233,False,False,22,13,57,55.4168,16.4774,74.8487,1,3,0.0000,15.0100,14.0000,68.0000,24.0000,21.2100,-1.6400,19.5700,20.9000,0.0000
CONSE,2026-02-06,3.3000,1,0.0595,0.0518,1,29.3609,59.6496,8683059.0000,2.9267,3.1680,3.4093,15.2334,0.0331,3.1400,3.4600,3.1250,3.4483,9.6346,9.6346,41087436,35.2500,13.6100,0,0,-,0,0,0,0,30.2800,0.7740,True,False,False,0.5100,0.0290,9367699.0000,0.4100,0.0331,0.1811,False,False,13,8,34,59.6496,29.3609,0.1091,0,2,0.0000,30.2800,14.0000,40.5000,16.0000,21.1800,0.0000,21.1800,22.4900,0.0000
EMKEL,2026-02-06,22.0400,0,-5.1997,-6.5961,1,51.5718,32.9531,30793407.0000,19.5559,21.4050,23.2541,17.2777,0.0901,19.0600,25.0200,9.9800,8.3579,-14.1076,-24.5722,278333283,40.1100,82.4700,0,100,-,0,0,0,1,50.7900,0.6720,True,False,False,3.5700,-0.1370,26153860.0000,-1.2000,0.0901,0.8325,False,False,3,0,6,32.9531,51.5718,1.9850,0,4,0.0000,50.7900,6.0000,7.5000,32.0000,21.1400,-20.2500,0.8900,-25.4600,-50.0000
IHAAS,2026-02-06,48.3000,1,3.7876,4.8203,0,37.6332,44.4269,-5665887.0000,34.9208,53.2970,71.6732,68.9578,0.0911,41.7000,54.9000,-6.4860,-24.9417,18.3824,19.6137,102986127,185.8000,31.7300,0,100,-,0,0,0,0,38.5700,0.3640,True,False,False,2.2900,-0.1200,-13338692.0000,-0.5300,0.0911,0.3306,False,False,9,8,26,44.4269,37.6332,4.3983,1,3,0.0000,38.5700,8.0000,30.5000,24.0000,21.1100,0.0000,21.1100,23.2000,0.0000
ASTOR,2026-02-06,152.0000,1,8.4380,10.5242,0,42.7894,56.4528,-29291592.0000,139.8470,154.3850,168.9230,18.8334,0.0425,142.3200,161.6800,-1.8722,-4.8811,18.0124,30.5842,6112261361,88.2400,6.8100,0,0,-,0,0,0,0,21.3400,0.4180,False,False,False,0.9000,0.0670,-25871667.0000,-12.0800,0.0425,0.0979,False,False,22,11,55,56.4528,42.7894,6.4539,1,2,0.0000,21.3400,8.0000,66.0000,16.0000,21.0600,0.0000,21.0600,21.2400,0.0000
GARFA,2026-02-06,28.6200,1,0.5726,0.8123,0,33.6357,48.4232,-712529.0000,27.9983,29.5690,31.1397,10.6240,0.0421,26.8100,30.4300,-0.1396,-9.1429,1.8505,4.8352,58996120,79.7700,18.2800,0,0,-,0,0,0,0,21.6400,0.1980,True,False,False,0.3900,-0.0080,-7488432.0000,-4.7000,0.0421,0.2413,False,False,22,8,52,48.4232,33.6357,1.2063,1,3,0.0000,21.6400,8.0000,63.0000,24.0000,21.0500,0.0000,21.0500,21.3100,0.0000
TERA,2026-02-06,212.0000,0,0.1499,-5.8971,1,21.5236,55.3110,8051439.0000,155.2126,189.8350,224.4574,36.4763,0.0523,195.3800,228.6200,0.0472,2.6634,26.1154,37.3947,3652186200,2592.0600,35.5600,0,100,-,0,0,1,0,27.2300,0.8200,True,False,False,0.6500,0.2100,25249479.0000,-3.4700,0.0523,0.3833,False,False,16,5,37,55.3110,21.5236,11.0822,0,1,0.0000,27.2300,16.0000,45.0000,8.0000,21.0400,-0.9000,20.1400,27.0400,5.0000
ASELS,2026-02-06,288.0000,1,11.6601,17.6942,0,49.4249,51.2644,41861945.0000,276.7698,303.2375,329.7052,17.4567,0.0490,266.8500,309.1500,1.0526,-5.0289,2.8571,9.2979,16907448067,269.2300,14.4800,0,0,-,0,0,0,0,20.0000,0.2120,False,False,False,0.8100,-0.0600,-40318992.0000,-10.8400,0.0490,0.1511,False,False,22,11,55,51.2644,49.4249,14.1015,1,3,0.0000,20.0000,8.0000,66.0000,24.0000,21.0200,0.0000,21.0200,21.1000,0.0000
SANEL,2026-02-06,42.2800,1,0.6934,-0.1772,1,16.4620,66.7878,825470.0000,31.0569,36.2280,41.3991,28.5475,0.0588,38.5500,46.0100,1.4395,32.1250,3.8821,15.2672,21030868,103.2700,9.1100,0,0,-,0,0,1,0,24.9800,1.0850,True,False,False,1.3500,0.0540,2279401.0000,5.0200,0.0588,0.1350,False,False,8,8,24,66.7878,16.4620,2.4858,0,5,0.0000,24.9800,24.0000,28.0000,40.0000,21.0000,-33.6600,-12.6600,12.1900,-10.0000
BULGS,2026-02-06,45.6000,1,0.5754,0.6780,0,34.5169,51.1181,-6608644.0000,43.2416,45.6520,48.0624,10.5598,0.0381,42.9900,48.2100,-0.3497,-4.8017,6.0465,3.5422,401072155,240.5500,10.7600,0,0,-,0,0,0,0,22.5200,0.4890,True,False,False,0.6600,-0.1680,-41578689.0000,-0.9400,0.0381,0.1256,False,False,22,8,52,51.1181,34.5169,1.7385,1,2,0.0000,22.5200,8.0000,63.0000,16.0000,20.9400,0.0000,20.9400,21.2600,0.0000
GRSEL,2026-02-06,351.5000,1,7.2769,10.5666,0,31.4823,47.7260,-426115.0000,327.6647,362.8000,397.9353,19.3690,0.0406,330.1100,372.8900,-2.6316,-7.5608,3.2305,8.6553,219773810,99.7100,8.1600,0,0,-,0,0,0,0,22.5100,0.3390,True,False,False,0.7500,0.1510,-387579.0000,-7.3000,0.0406,0.0987,False,False,22,8,52,47.7260,31.4823,14.2603,1,2,0.0000,22.5100,8.0000,63.0000,16.0000,20.9400,0.0000,20.9400,21.2500,0.0000
SNKRN,2026-02-05,353.0000,1,17.9505,12.8140,1,16.0188,72.3413,98772.0000,248.4142,305.3500,362.2858,37.2922,0.0419,330.8000,375.2000,3.8235,2.3188,26.9784,24.2958,14236648,536.0400,0.0000,100,0,-,0,0,0,0,19.1800,0.9180,True,False,False,1.5200,-0.1430,-27455.0000,3.3400,0.0419,0.0511,False,False,14,16,44,72.3413,16.0188,14.8011,1,6,0.0000,19.1800,14.0000,51.0000,48.0000,20.9000,-17.2400,3.6600,6.2200,-15.0000
AKSEN,2026-02-06,67.5000,1,1.5936,2.1080,0,31.9814,44.6126,-10180438.0000,65.8508,70.4425,75.0342,13.0366,0.0415,63.3000,71.7000,-4.5262,-8.4125,1.1994,-2.8777,599666756,117.0400,8.7800,0,0,-,0,0,0,0,21.0900,0.1800,True,False,False,1.1100,-0.1970,-8795794.0000,-4.3400,0.0415,0.1130,False,False,22,8,52,44.6126,31.9814,2.7989,1,3,0.0000,21.0900,8.0000,63.0000,24.0000,20.8700,0.0000,20.8700,21.0900,0.0000
ESCAR,2026-02-06,27.6000,0,0.7137,0.7614,0,36.1283,59.1425,13436391.0000,24.2960,26.7860,29.2760,18.5922,0.0461,25.6900,29.5100,2.6022,-1.2875,7.3930,4.1509,251134830,47.2800,63.7100,0,100,-,0,0,0,0,33.7500,0.6630,False,False,False,1.6000,-0.0040,13143983.0000,-3.5200,0.0461,0.6452,False,False,16,3,35,59.1425,36.1283,1.2723,0,6,0.0000,33.7500,0.0000,43.0000,48.0000,20.8500,0.0000,20.8500,22.3500,0.0000
