Sembol,Tarih,Fiyat (Son),EMA20_gt_EMA50_gt_EMA200,MACD,MACD_Signal,MACD_Positive,ADX,RSI,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,ATRP_14,STOP Fiyat,TP Fiyat,GUNLUK_FARK,Haftalık Değişim (%),20G Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_4h_Sinyal_Filt_Numeric,Confirmed_BUY,Confirmed_SELL,Kirilim_BreakoutScore,Kirilim_PCTB,Kirilim_BBW_Squeeze,Kirilim_NEAR_10D_BRK,Kirilim_NEAR_20D_BRK,Kirilim_VRATIO10,Kirilim_CMF20,Kirilim_OBV_SLOPE5,Kirilim_ADX_SLOPE5,Kirilim_ATRP,Kirilim_DIST_HIGH,Kirilim_PASS_STRICT,Kirilim_PASS_LIGHT,Mul_KISA_VADE_PUAN,Mul_ORTA_VADE_PUAN,Mul_ANA_PUAN,Mul_RSI14,Mul_ADX14,Mul_ATR14,Mul_EMA21_gt_SMA50_gt_SMA200,SDIP_SCORE,KurumScore_Norm,BreakoutScore_Norm,MultiTFScore_Norm,MomentumScore_Norm,DipScore_Norm,RAW_SCORE,RISK_PENALTY,LOW_RISK_SCORE,TomorrowScore,Tomorrow_Adj
MPARK,2026-02-06,453.5000,1,18.2955,20.0835,0,46.6754,63.3434,509967.0000,395.0861,436.7375,478.3889,19.0739,0.0342,430.2500,476.7500,0.4986,-3.9195,13.7304,14.4479,426059576,50.1700,3.9200,0,0,-,0,0,0,0,26.2400,0.7010,False,False,False,0.4900,0.1250,1212547.0000,-8.7600,0.0342,0.0572,False,False,26,11,63,63.3434,46.6754,15.4977,1,4,0.0000,26.2400,8.0000,76.0000,32.0000,25.1800,0.0000,25.1800,25.5000,0.0000
ALKLC,2026-02-06,255.0000,1,19.1934,18.2380,1,30.3955,66.2544,-647972.0000,183.9451,232.9975,282.0499,42.1055,0.0565,233.3800,276.6200,-1.5444,-2.4857,24.0272,33.0203,229309260,877.3700,5.4700,0,0,-,0,0,0,0,21.5000,0.7240,True,False,False,0.5500,-0.0990,-48127.0000,5.1700,0.0565,0.0973,False,False,26,16,68,66.2544,30.3955,14.4147,1,2,0.0000,21.5000,14.0000,81.0000,16.0000,25.1700,0.0000,25.1700,25.0500,0.0000
ODINE,2026-02-06,353.2500,1,10.9629,13.7045,0,32.8561,63.1560,170588.0000,329.5816,347.0375,364.4934,10.0599,0.0324,336.0600,370.4400,2.5399,0.6410,12.3211,11.2598,118230337,411.9600,2.6900,100,0,-,0,0,0,0,27.1200,0.6780,True,False,False,0.7100,0.2160,-241590.0000,-8.0600,0.0324,0.0315,False,False,26,11,63,63.1560,32.8561,11.4574,1,3,0.0000,27.1200,8.0000,76.0000,24.0000,25.0700,0.0000,25.0700,25.4500,0.0000
ISMEN,2026-02-06,46.5400,1,1.5846,1.4456,1,35.5090,62.6086,-7289153.0000,40.2248,44.8900,49.5552,20.7850,0.0273,44.6300,48.4500,-1.6483,-3.1627,13.0160,11.2333,483686389,42.4100,3.1600,0,0,-,0,0,0,0,27.4200,0.6770,True,False,False,0.6700,0.0990,-27144049.0000,2.6200,0.0273,0.0514,False,False,21,16,58,62.6086,35.5090,1.2705,1,2,0.0000,27.4200,14.0000,68.5000,16.0000,24.9900,-0.9100,24.0800,24.8700,-0.6700
QNBTR,2026-02-06,298.0000,0,-0.1399,0.3837,0,14.8240,54.8468,54526.0000,266.2943,292.0591,317.8239,17.6436,0.0359,281.9700,314.0300,8.3636,2.6701,-0.6087,9.9447,7674468,97.6800,50.0300,0,100,-,0,50,0,1,18.3900,0.6150,True,False,False,2.0000,0.1000,12334.0000,-1.8400,0.0359,0.5250,False,False,10,8,28,54.8468,14.8240,10.6862,1,2,0.0000,18.3900,50.0000,33.0000,16.0000,24.9800,-16.9300,8.0500,10.6100,-15.0000
BRKVY,2026-02-06,113.5000,1,3.5628,3.5109,1,43.0553,52.7701,-694041.0000,95.3145,110.8650,126.4155,28.0530,0.0662,102.2400,124.7600,-1.4757,-2.1552,5.7782,13.5000,168158677,123.3400,13.0900,0,0,-,0,0,0,0,27.6200,0.5850,True,False,False,0.4300,-0.1610,1623639.0000,2.8000,0.0662,0.1835,False,False,22,13,57,52.7701,43.0553,7.5093,1,2,0.0000,27.6200,14.0000,68.0000,16.0000,24.9700,0.0000,24.9700,25.5500,0.0000
IEYHO,2026-02-06,77.1500,1,2.9901,3.0330,0,75.9154,96.9565,-6024776.0000,68.7007,73.5125,78.3243,13.0912,0.0202,74.8100,79.4900,-0.0648,2.1854,11.4079,12.5456,829541627,860.7700,0.0600,100,0,-,0,0,0,0,40.9500,0.8780,True,False,False,0.5600,-0.2370,58468491.0000,4.3600,0.0202,0.0320,False,False,17,8,42,96.9565,75.9154,1.5615,1,2,0.0000,40.9500,8.0000,50.5000,16.0000,24.9000,-3.3100,21.5900,12.3100,-14.4500
BRLSM,2026-02-06,15.4500,0,0.3429,0.3299,1,31.7314,63.9044,5858506.0000,13.8802,14.8340,15.7878,12.8602,0.0307,14.7400,16.1600,3.0687,2.9314,12.2820,11.3112,73168482,25.0000,20.1600,0,100,-,0,0,0,0,36.0000,0.8230,True,False,False,1.2700,-0.0990,15350243.0000,-5.2300,0.0307,0.2217,False,False,20,8,48,63.9044,31.7314,0.4749,0,4,0.0000,36.0000,6.0000,58.0000,32.0000,24.8400,0.0000,24.8400,26.2000,0.0000
AVOD,2026-02-06,5.1100,1,0.3004,0.3201,0,47.4754,59.3701,67838356.0000,3.5506,4.6555,5.7604,47.4675,0.0737,4.5400,5.6800,9.8925,-5.3704,24.6342,37.3656,170782030,121.2100,11.5900,0,0,-,0,0,0,0,33.8800,0.7060,True,False,False,1.5000,0.0130,-34061242.0000,-1.0900,0.0737,0.1785,False,False,19,11,49,59.3701,47.4754,0.3768,1,4,0.0000,33.8800,8.0000,58.5000,32.0000,24.7300,-20.2500,4.4800,-24.0700,-50.0000
OYYAT,2026-02-06,49.6800,1,2.1031,1.5247,1,38.3945,73.4544,198786.0000,37.1925,44.3850,51.5775,32.4095,0.0391,46.7600,52.6000,3.2848,5.2542,25.2648,26.8641,21224056,91.3700,16.7100,0,0,-,0,0,0,0,34.1700,0.8680,True,False,False,0.5500,-0.0140,1464331.0000,9.6000,0.0391,0.2089,False,False,14,16,44,73.4544,38.3945,1.9442,1,3,0.0000,34.1700,14.0000,51.0000,24.0000,24.6500,-13.7100,10.9400,11.0200,-15.0000
TCELL,2026-02-06,114.3000,1,4.5200,4.4545,1,32.8523,61.3089,-24763989.0000,98.3151,110.6625,123.0099,22.3155,0.0279,109.5200,119.0800,-1.5504,-2.2241,16.2767,15.6883,4268215654,37.3600,3.5400,0,0,-,0,0,0,0,26.3500,0.6470,True,False,False,0.6500,0.2160,-102031452.0000,-1.9400,0.0279,0.0435,False,False,21,16,58,61.3089,32.8523,3.1884,1,2,0.0000,26.3500,14.0000,68.5000,16.0000,24.6400,-0.7100,23.9300,24.5900,-0.5200
IZFAS,2026-02-06,56.0000,1,1.1652,1.8741,0,32.4319,55.5536,4118057.0000,50.8707,56.2100,61.5493,18.9975,0.0514,51.6800,60.3200,1.0830,3.1308,5.1643,1.6334,282410760,245.4900,7.4400,0,0,-,0,0,0,0,29.7600,0.4800,True,False,False,0.9500,0.0670,18190050.0000,-11.5200,0.0514,0.0879,False,False,22,11,55,55.5536,32.4319,2.8788,1,4,0.0000,29.7600,8.0000,66.0000,32.0000,24.6400,0.0000,24.6400,25.4000,0.0000
ACSEL,2026-02-06,111.7000,0,1.4405,0.7964,1,28.8995,71.6842,978684.0000,99.1298,103.8200,108.5102,9.0353,0.0334,106.1100,117.2900,4.3925,7.1977,9.4025,10.2665,26864675,15.5100,18.8800,0,0,-,0,0,0,0,49.6000,1.3400,True,False,False,2.8800,0.0520,1657746.0000,6.2200,0.0334,0.1964,False,False,8,8,24,71.6842,28.8995,3.7252,0,5,0.0000,49.6000,6.0000,28.0000,40.0000,24.6300,-13.5000,11.1300,12.5400,-15.0000
CEMAS,2026-02-06,6.0000,0,0.4394,0.2658,1,44.0249,67.6253,-152256067.0000,3.1763,4.8170,6.4577,68.1211,0.0652,5.4100,6.5900,-1.6393,3.0928,48.8834,47.7833,421225761,128.1400,46.5700,0,100,-,0,0,0,0,40.3000,0.8610,True,False,False,1.3800,0.1970,-152695289.0000,13.4600,0.0652,0.5110,False,False,17,8,42,67.6253,44.0249,0.3911,0,3,0.0000,40.3000,6.0000,50.5000,24.0000,24.5800,-19.3500,5.2300,26.3900,0.0000
SURGY,2026-02-06,51.5000,0,2.0447,1.1504,1,27.4578,62.8583,-5039107.0000,39.1707,46.7360,54.3013,32.3746,0.0437,48.1200,54.8800,-3.5581,3.4968,16.9923,17.0987,303267220,43.9400,37.9500,0,100,-,0,0,1,0,29.9700,0.8150,True,False,False,0.5600,0.0570,8387714.0000,4.0800,0.0437,0.2993,False,False,20,8,48,62.8583,27.4578,2.2503,0,2,0.0000,29.9700,16.0000,58.0000,16.0000,24.5500,0.0000,24.5500,30.4900,5.0000
AYES,2026-02-06,22.1400,1,0.7727,0.4481,1,8.7404,80.8986,147762.0000,16.4491,18.6525,20.8559,23.6262,0.0296,21.1600,23.1200,5.4286,18.7131,16.1595,23.3426,2861651,175.0500,0.0000,100,0,-,0,0,0,0,39.6500,1.2910,True,True,True,0.9500,0.5730,651335.0000,0.4200,0.0296,0.0000,False,False,5,13,23,80.8986,8.7404,0.6544,1,4,0.0000,45.6500,14.0000,25.5000,32.0000,24.5000,-27.6500,-3.1500,8.6100,-18.5800
KCHOL,2026-02-06,205.2000,1,6.9190,6.9614,0,37.8195,66.6355,23022504.0000,186.5182,199.0700,211.6218,12.6105,0.0251,197.4800,212.9200,0.3423,-1.2037,11.5217,12.1311,8602463475,52.0000,1.8200,100,0,-,0,0,0,0,32.9500,0.7440,True,False,False,0.5400,0.1760,-34896874.0000,-1.1600,0.0251,0.0307,False,False,21,11,53,66.6355,37.8195,5.1471,1,2,0.0000,32.9500,8.0000,63.5000,16.0000,24.4700,-1.6500,22.8200,24.2800,-1.2200
KAYSE,2026-02-06,4.9300,1,0.0865,0.1205,0,50.7971,54.8594,13310177.0000,4.7390,4.9530,5.1670,8.6420,0.0370,4.6600,5.2000,0.8180,0.6122,4.8936,-0.2024,105082642,26.2000,20.5300,0,100,-,0,0,0,0,34.0000,0.4460,True,False,False,0.8100,-0.2640,17415607.0000,-4.3000,0.0370,0.0887,False,False,19,11,49,54.8594,50.7971,0.1824,1,3,0.0000,34.0000,8.0000,58.5000,24.0000,24.3600,0.0000,24.3600,25.5700,0.0000
INDES,2026-02-06,8.3100,1,0.2620,0.2517,1,50.9451,58.8545,-4789185.0000,7.2862,8.1040,8.9218,20.1817,0.0300,7.9400,8.6800,-2.3502,-4.5924,11.2450,9.7754,67694803,36.6800,5.3500,0,0,-,0,0,0,0,27.7200,0.6260,True,False,False,0.7000,0.0540,-6907323.0000,5.8300,0.0300,0.0631,False,False,19,16,54,58.8545,50.9451,0.2493,1,2,0.0000,27.7200,14.0000,63.5000,16.0000,24.2400,0.0000,24.2400,24.9100,0.0000
BYDNR,2026-02-06,37.3400,1,2.1070,1.7759,1,29.3448,67.6506,438544.0000,28.0473,32.8580,37.6687,29.2819,0.0685,33.5000,41.1800,2.5824,11.2634,25.3020,28.1400,19040386,105.7300,0.0000,100,0,-,0,0,1,0,26.4500,0.9660,False,False,False,0.7900,0.2490,973192.0000,3.4100,0.0685,0.0757,False,False,14,16,44,67.6506,29.3448,2.5583,1,2,0.0000,26.4500,24.0000,51.0000,16.0000,24.2000,-13.7400,10.4600,15.0300,-10.0000
ANHYT,2026-02-06,115.4000,1,4.5584,4.3270,1,38.8032,56.4342,-975900.0000,94.5328,111.3575,128.1822,30.2174,0.0380,108.8100,121.9900,-1.5358,-6.7851,15.8053,13.9191,208596817,62.5400,6.7900,0,0,-,0,0,0,0,23.7000,0.6200,False,False,False,0.5700,0.1600,-3718276.0000,5.4200,0.0380,0.0679,False,False,22,16,60,56.4342,38.8032,4.3908,1,2,0.0000,23.7000,14.0000,71.0000,16.0000,24.1900,0.0000,24.1900,24.4300,0.0000
CEMTS,2026-02-06,12.1200,1,0.2586,0.2240,1,25.6130,57.8877,-3502896.0000,10.8967,11.8340,12.7713,15.8405,0.0310,11.5600,12.6800,-1.4634,-1.6234,6.7841,6.5963,70706515,40.3300,28.5400,0,100,-,0,0,0,0,23.7100,0.6530,True,False,False,0.4700,0.0440,7896715.0000,5.4800,0.0310,0.3166,False,False,22,16,60,57.8877,25.6130,0.3759,1,2,0.0000,23.7100,14.0000,71.0000,16.0000,24.1900,0.0000,24.1900,24.4300,0.0000
DOAS,2026-02-06,230.4000,1,6.8248,8.1380,0,40.7409,63.1916,2718225.0000,216.6370,226.4000,236.1630,8.6245,0.0279,220.7600,240.0400,1.8118,0.4797,8.3725,12.7202,610490161,53.2700,1.9200,100,0,-,0,0,0,0,29.6400,0.7050,False,False,False,0.9600,0.2320,2378035.0000,-7.9000,0.0279,0.0303,False,False,21,11,53,63.1916,40.7409,6.4235,1,4,0.0000,29.6400,8.0000,63.5000,32.0000,24.1800,-0.7100,23.4700,24.4600,-0.5200
CATES,2026-02-06,41.0000,1,1.7594,1.8373,0,35.6514,62.3051,1943458.0000,34.6070,39.6410,44.6750,25.3980,0.0472,38.1000,43.9000,1.3347,-2.8436,24.2424,22.1692,75577044,52.4200,20.4700,0,100,-,0,0,0,0,25.4700,0.6350,True,False,False,1.0000,0.0470,-198397.0000,-5.4900,0.0472,0.0848,False,False,26,11,63,62.3051,35.6514,1.9339,1,2,0.0000,25.4700,8.0000,76.0000,16.0000,24.1300,0.0000,24.1300,24.3900,0.0000
YGYO,2026-02-05,1.8000,1,0.1286,0.0895,1,44.9992,67.2469,0.0000,0.9688,1.5175,2.0662,72.3167,0.0323,1.7100,1.8900,0.0000,-10.0000,39.5349,39.5349,8197970,100.0000,24.2400,0,100,-,0,0,0,0,37.6900,0.7570,True,False,False,0.0000,0.3880,-6278318.0000,0.2300,0.0323,0.1818,False,False,11,16,38,67.2469,44.9992,0.0581,1,2,0.0000,37.6900,14.0000,43.5000,16.0000,24.1300,-25.2700,-1.1400,10.9000,-15.0000
METRO,2026-02-06,5.3700,1,0.1944,0.1748,1,37.1644,58.1422,-13850685.0000,4.5047,5.1545,5.8043,25.2111,0.0537,4.9400,5.8000,-0.1859,-1.6484,14.2553,13.2911,105851504,133.4800,15.8300,0,0,-,0,0,0,0,27.3000,0.6660,True,False,False,0.9100,0.0240,-34939192.0000,6.3000,0.0537,0.1814,False,False,19,16,54,58.1422,37.1644,0.2885,1,2,0.0000,27.3000,14.0000,63.5000,16.0000,24.1000,0.0000,24.1000,24.7500,0.0000
HALKB,2026-02-06,43.4200,1,1.4075,1.7340,0,34.4808,54.4693,-32251122.0000,39.7553,43.4340,47.1127,16.9392,0.0436,40.5800,46.2600,-1.1384,-0.3671,5.3883,3.3317,3157146472,136.8800,7.7700,0,0,-,0,0,0,0,30.4800,0.4980,True,False,False,0.4000,-0.0430,8394844.0000,-7.6300,0.0436,0.0969,False,False,22,11,55,54.4693,34.4808,1.8941,1,2,0.0000,30.4800,8.0000,66.0000,16.0000,24.0800,0.0000,24.0800,24.8900,0.0000
GZNMI,2026-02-06,45.1000,0,-6.0135,-7.7212,1,37.9235,34.7018,10655996.0000,42.6202,45.8490,49.0778,14.0845,0.0784,39.7900,50.4100,3.7258,-1.8285,-3.3848,-11.5686,279607053,6.4700,85.7500,0,100,-,0,0,0,1,42.9000,0.3840,True,False,False,3.0500,-0.1740,1975070.0000,0.0900,0.0784,0.8634,False,False,16,0,32,34.7018,37.9235,3.5374,0,4,0.0000,42.9000,6.0000,40.0000,32.0000,24.0600,0.0000,24.0600,26.2600,0.0000
VSNMD,2026-02-06,95.9000,0,-0.1890,-0.9954,1,38.2451,55.5589,-4930639.0000,85.9369,91.8400,97.7431,12.8552,0.0434,89.6600,102.1400,-1.5400,6.5556,7.7528,6.3193,284113090,133.8900,88.4500,0,100,-,0,0,0,0,44.7100,0.8440,True,False,False,1.6200,-0.0820,6391747.0000,6.1300,0.0434,0.8879,False,False,16,0,32,55.5589,38.2451,4.1606,0,2,0.0000,44.7100,6.0000,40.0000,16.0000,23.8500,0.0000,23.8500,26.1800,0.0000
OZSUB,2026-02-06,20.3600,0,0.5288,0.3660,1,35.5980,63.1852,-1719023.0000,16.3326,18.9695,21.6064,27.8018,0.0377,19.2100,21.5100,-0.5859,2.8283,16.0114,11.8067,61642552,25.9900,20.4700,0,100,-,0,0,0,0,35.2500,0.7640,True,False,False,0.5200,-0.0140,7561078.0000,5.2800,0.0377,0.2247,False,False,20,8,48,63.1852,35.5980,0.7676,0,2,0.0000,35.2500,6.0000,58.0000,16.0000,23.7900,0.0000,23.7900,25.1000,0.0000
KLYPV,2026-02-06,66.0000,0,2.3304,1.2735,1,26.6242,66.8186,-6581262.0000,52.1997,59.9150,67.6303,25.7542,0.0393,62.1100,69.8900,-4.2785,8.9109,15.9930,16.7109,220580916,24.7600,9.5900,0,0,-,0,0,0,0,33.9700,0.8940,True,False,False,1.4000,-0.2620,19588805.0000,8.8900,0.0393,0.1304,False,False,20,8,48,66.8186,26.6242,2.5953,0,3,0.0000,33.9700,6.0000,58.0000,24.0000,23.7700,0.0000,23.7700,24.9900,0.0000
INFO,2026-02-06,4.1700,1,0.1256,0.1238,1,43.3484,56.1678,24737262.0000,3.7755,4.1060,4.4365,16.1003,0.0437,3.9000,4.4400,0.4819,-4.5767,4.2500,9.1623,179914136,122.9900,20.7200,0,100,-,0,0,0,0,26.0000,0.5970,True,False,False,0.5400,-0.0310,-32348769.0000,5.2000,0.0437,0.2684,False,False,19,16,54,56.1678,43.3484,0.1820,1,2,0.0000,26.0000,14.0000,63.5000,16.0000,23.6800,0.0000,23.6800,24.2300,0.0000
DNISI,2026-02-06,22.7400,0,0.5967,0.4765,1,29.7541,65.3369,2641366.0000,18.7440,21.1990,23.6540,23.1613,0.0347,21.5600,23.9200,1.5179,1.9731,16.5556,14.2714,35662205,21.6000,22.7600,0,100,-,0,0,0,0,31.1400,0.8140,True,False,False,1.3500,0.0020,4480302.0000,0.2900,0.0347,0.2159,False,False,20,8,48,65.3369,29.7541,0.7895,0,5,0.0000,31.1400,6.0000,58.0000,40.0000,23.6400,0.0000,23.6400,24.6600,0.0000
ULUFA,2026-02-06,4.0700,1,0.0755,0.0568,1,26.9121,56.1484,13320250.0000,3.6140,3.9395,4.2650,16.5241,0.0391,3.8300,4.3100,0.0000,4.8969,10.5978,9.4086,72680117,39.6200,9.7600,0,0,-,0,0,0,0,27.2800,0.7000,True,False,False,0.6200,0.0930,55162350.0000,3.0900,0.0391,0.1247,False,False,19,13,51,56.1484,26.9121,0.1590,1,2,0.0000,27.2800,14.0000,60.5000,16.0000,23.5900,0.0000,23.5900,24.2900,0.0000
ATEKS,2026-02-06,101.0000,0,-6.1245,-7.3892,1,28.7227,54.5202,73251.0000,68.4734,89.7050,110.9366,47.3365,0.0578,92.2500,109.7500,9.9021,30.3226,-11.7904,-21.5229,3797478,41.2600,48.6800,0,100,-,0,0,0,0,35.3300,0.7660,False,True,False,2.2300,-0.2150,143363.0000,-2.9000,0.0578,0.4753,True,True,4,0,8,54.5202,28.7227,5.8331,0,6,0.0000,54.3300,6.0000,10.0000,48.0000,23.5300,-50.3000,-26.7700,-31.8700,-59.0000
VAKFN,2026-02-06,2.0400,1,0.0282,0.0297,0,49.7714,53.9193,67776796.0000,1.9137,2.0285,2.1433,11.3153,0.0374,1.9300,2.1500,0.0000,-1.4493,6.2500,7.9365,459147093,54.2000,17.4100,0,0,-,0,0,0,0,34.0000,0.5500,True,False,False,0.3300,-0.5040,362101619.0000,1.9300,0.0374,0.1969,False,False,19,8,46,53.9193,49.7714,0.0763,1,2,0.0000,34.0000,8.0000,55.5000,16.0000,23.4600,0.0000,23.4600,24.7300,0.0000
SOKE,2026-02-06,13.0400,0,0.5858,0.4864,1,53.0947,75.2043,2885058.0000,10.2678,11.9900,13.7122,28.7280,0.0310,12.4300,13.6500,0.6950,0.7728,18.3303,20.7407,43696094,27.9700,14.8800,0,0,-,0,0,0,0,40.8500,0.8050,True,False,False,0.6000,0.4290,1141563.0000,6.5600,0.0310,0.0619,False,False,16,5,37,75.2043,53.0947,0.4044,0,2,0.0000,40.8500,6.0000,45.0000,16.0000,23.4300,0.0000,23.4300,25.3900,0.0000
YEOTK,2026-02-06,41.6200,0,1.4230,1.5400,0,38.0634,53.0250,-6657625.0000,36.3160,41.4580,46.6000,24.8056,0.0443,38.8500,44.3900,-0.9991,-4.3218,15.2909,14.3407,422080707,27.6700,39.4600,0,100,-,0,0,0,0,34.0000,0.5160,True,False,False,0.6400,-0.1310,19768795.0000,4.1200,0.0443,0.3188,False,False,22,11,55,53.0250,38.0634,1.8452,1,2,0.0000,34.0000,0.0000,66.0000,16.0000,23.2400,0.0000,23.2400,24.3000,0.0000
MAGEN,2026-02-06,41.7000,1,0.7265,1.0351,0,31.8772,54.4917,3754391.0000,40.2759,42.1130,43.9501,8.7246,0.0410,39.1400,44.2600,0.7246,0.9685,0.9685,3.1157,294742377,359.2500,4.3600,0,0,-,0,0,0,0,26.6600,0.3880,True,False,False,0.6700,0.1350,4089768.0000,-5.5000,0.0410,0.0654,False,False,22,11,55,54.4917,31.8772,1.7083,1,3,0.0000,26.6600,8.0000,66.0000,24.0000,23.2200,0.0000,23.2200,23.7600,0.0000
KTLEV,2026-02-06,36.1200,1,3.3255,3.8084,0,67.5578,67.5248,24480507.0000,29.8051,34.7090,39.6129,28.2569,0.0624,32.7400,39.5000,0.4449,-5.4450,27.1831,47.5490,3193147955,765.6700,5.4500,0,0,-,0,0,0,0,22.7100,0.6440,False,False,False,0.4100,0.0810,-194424813.0000,-3.9000,0.0624,0.0851,False,False,26,11,63,67.5248,67.5578,2.2523,1,2,0.0000,22.7100,8.0000,76.0000,16.0000,23.2100,-1.7700,21.4400,23.2800,0.0000
GWIND,2026-02-06,26.2400,1,0.7390,0.6830,1,29.7543,56.3285,-8580904.0000,23.8714,25.7060,27.5406,14.2738,0.0349,24.8700,27.6100,-1.7229,-0.8314,9.7908,9.5159,219547270,27.6000,20.1700,0,100,-,0,0,0,0,20.6200,0.6460,True,False,False,0.8700,0.0860,-3198566.0000,2.2800,0.0349,0.0958,False,False,22,16,60,56.3285,29.7543,0.9150,1,2,0.0000,20.6200,14.0000,71.0000,16.0000,23.1700,0.0000,23.1700,23.2000,0.0000
SAFKR,2026-02-06,29.2200,1,0.7630,0.8911,0,26.1120,57.6410,14007796.0000,24.7630,28.1640,31.5650,24.1514,0.0517,26.9500,31.4900,5.4113,-0.9492,21.5474,20.5446,213915442,195.2600,4.2600,0,0,-,0,0,0,0,25.2400,0.6550,False,False,False,1.8700,0.2800,1481987.0000,-4.6700,0.0517,0.0494,False,False,22,11,55,57.6410,26.1120,1.5121,1,4,0.0000,25.2400,8.0000,66.0000,32.0000,23.1500,0.0000,23.1500,23.6000,0.0000
EGEGY,2026-02-06,32.5600,1,1.6061,1.6310,0,36.0824,61.0215,-1746788.0000,27.1856,30.9630,34.7404,24.3992,0.0509,30.0700,35.0500,-1.2136,1.6864,22.1305,25.4237,142962576,118.5200,6.8100,0,0,-,0,0,0,0,22.3800,0.7110,False,False,False,0.3300,0.0540,431864.0000,-1.0400,0.0509,0.0823,False,False,26,11,63,61.0215,36.0824,1.6572,1,2,0.0000,22.3800,8.0000,76.0000,16.0000,23.1100,0.0000,23.1100,23.1500,0.0000
AKBNK,2026-02-06,83.8500,1,3.9152,3.9555,0,46.0011,58.4641,-97424846.0000,69.3542,81.0800,92.8058,28.9239,0.0356,79.3800,88.3200,-0.6517,-9.7902,13.6179,15.9751,10791054872,72.8900,9.7900,0,0,-,0,0,0,0,27.4800,0.6180,True,False,False,0.6400,0.0510,-812322386.0000,-0.2500,0.0356,0.1018,False,False,22,11,55,58.4641,46.0011,2.9810,1,2,0.0000,27.4800,8.0000,66.0000,16.0000,23.0900,0.0000,23.0900,23.6900,0.0000
NTGAZ,2026-02-06,11.1700,1,0.3507,0.3229,1,21.5061,60.1910,-2464805.0000,9.6142,10.8130,12.0118,22.1733,0.0320,10.6300,11.7100,-0.4456,-2.7850,12.2613,12.9424,80047963,125.3200,3.9600,0,0,-,0,0,0,0,14.8700,0.6490,True,False,False,0.3700,0.2070,-8663442.0000,-3.0600,0.0320,0.0590,False,False,26,16,68,60.1910,21.5061,0.3573,1,2,0.0000,14.8700,14.0000,81.0000,16.0000,22.9800,0.0000,22.9800,22.4000,0.0000
CIMSA,2026-02-06,50.6500,1,1.4732,1.2401,1,25.6295,58.0347,-11362993.0000,42.6486,48.6260,54.6034,24.5851,0.0330,48.1400,53.1600,-0.6863,-1.5549,12.5056,10.5895,856916968,20.5400,9.2400,0,0,-,0,0,0,0,19.8900,0.6690,True,False,False,0.6200,0.2270,-1971745.0000,1.2400,0.0330,0.0931,False,False,22,16,60,58.0347,25.6295,1.6707,1,2,0.0000,19.8900,14.0000,71.0000,16.0000,22.9300,0.0000,22.9300,22.9100,0.0000
AKSGY,2026-02-06,8.4700,1,0.2056,0.2461,0,39.2766,53.6933,-4203366.0000,8.2096,8.5590,8.9084,8.1644,0.0239,8.1700,8.7700,-0.7034,-3.2000,3.2927,5.2174,51563845,42.1700,4.4000,0,0,-,0,0,0,0,35.8700,0.3730,True,False,False,0.7900,0.3000,3858444.0000,-7.3500,0.0239,0.0568,False,False,14,11,39,53.6933,39.2766,0.2024,1,3,0.0000,35.8700,8.0000,46.0000,24.0000,22.8600,-2.0600,20.8000,22.9200,-1.5200
KLRHO,2026-02-06,565.0000,1,73.7627,64.5661,1,58.4597,62.7356,-3031468.0000,287.4356,474.3375,661.2394,78.8054,0.0850,492.9900,637.0100,-8.2047,-4.2373,27.8281,29.5129,1161234160,2298.1300,14.2000,0,0,-,0,0,0,0,29.9400,0.7430,False,False,False,1.1400,0.2460,-3495008.0000,4.9000,0.0850,0.1806,False,False,13,16,42,62.7356,58.4597,48.0086,1,3,0.0000,29.9400,14.0000,48.5000,24.0000,22.8300,-2.2900,20.5400,23.9500,0.0000
ISGYO,2026-02-06,23.2200,1,0.6096,0.6745,0,38.2695,55.1793,-1195701.0000,21.7480,23.1740,24.6000,12.3073,0.0311,22.1400,24.3000,-0.7692,-3.6515,8.3022,7.0046,78840894,61.7000,5.1500,0,0,-,0,0,0,0,26.7000,0.5160,True,False,False,0.5000,0.0350,-1771217.0000,-4.7200,0.0311,0.0561,False,False,22,11,55,55.1793,38.2695,0.7228,1,2,0.0000,26.7000,8.0000,66.0000,16.0000,22.8300,0.0000,22.8300,23.3800,0.0000
LILAK,2026-02-06,33.3200,1,0.7916,0.9515,0,34.4745,59.0521,7186399.0000,31.2386,32.7260,34.2134,9.0900,0.0360,31.5200,35.1200,2.3341,4.3206,10.8450,16.9944,278570847,72.2600,2.8600,100,0,-,0,0,0,0,25.2200,0.7000,True,False,False,1.0300,-0.1010,-363381.0000,-6.8200,0.0360,0.0442,False,False,22,11,55,59.0521,34.4745,1.1987,1,3,0.0000,25.2200,8.0000,66.0000,24.0000,22.7400,0.0000,22.7400,23.1900,0.0000
